id,username,created_at,lng,lat,text
1517638057884852227,SeanKea97761422,Fri Apr 22 22:54:44 +0000 2022,-2.2472365,53.0181555,"@vintagebabe3535 Phew , i thought it was me 🤣🤣🤣🤣🤣👍😘 individually unique xx"
1517638064872509440,phillnsan,Fri Apr 22 22:54:45 +0000 2022,-1.7874955,52.447226,@GilbertOSull_ Happy anniversary
1517638078856372229,ACPCarnegie,Fri Apr 22 22:54:49 +0000 2022,-2.1213295,51.4616195,@HelloFromMarcus Phone scams I just answer ‘Wiltshire Police’ 😉
1517638086800379905,connersofficial,Fri Apr 22 22:54:50 +0000 2022,-2.0285064999999998,53.105615,@MindBodySoleUK Unbelievable. No words 🤬🤬🤬
1517638110728925184,chidi_p_dog,Fri Apr 22 22:54:56 +0000 2022,-0.8380555,52.796791,@kimberbabyluv @sugakhay woof
1517638135483674626,NeilFer50704831,Fri Apr 22 22:55:02 +0000 2022,-2.7751315,54.068005,@YardleyShooting Real investigative journalism is currently residing in Belmarsh curtesy of HMG
1517638176323555330,malcblue,Fri Apr 22 22:55:12 +0000 2022,-2.0093330000000003,52.514873,@DYSONlife4real I feel like dancing 😃 https://t.co/Kz3TQ8ur4Y
1517638184062132229,SeanKea97761422,Fri Apr 22 22:55:14 +0000 2022,-2.2472365,53.0181555,@333single1 Ive just eaten as well 🤣🤣🤣🤣🤣👍😘
1517638192463290369,AnnePriest1,Fri Apr 22 22:55:16 +0000 2022,-3.927119,50.997507,@ACTBrigitte Kerist you’re talking drivel again. I don’t follow you but you’re always on my feed; get off!
1517638206962995201,Karen77249557,Fri Apr 22 22:55:19 +0000 2022,-1.4496120000000001,53.3831645,@albertdogman123 Hope you're ok x
1517638217444610054,chidi_p_dog,Fri Apr 22 22:55:22 +0000 2022,-0.8380555,52.796791,@thawengt1 @kimberbabyluv woof
1517638219810197507,jatsawan,Fri Apr 22 22:55:22 +0000 2022,-1.7874955,52.447226,"@AmaBhamra Fucking hell. Imagine celebrating like you won twice, only to then get knocked out in the same round😂"
1517638222465089537,Stephen76035315,Fri Apr 22 22:55:23 +0000 2022,-1.4938255,51.7875995,"@TheSun Definitely mentally unstable. General's beware, he'll have them 'disappear'."
1517638226403602433,RobDuncanM33,Fri Apr 22 22:55:24 +0000 2022,-2.3267745,53.4001995,A committed local voice for local people. https://t.co/OvsoquLbU3
1517638236088197121,WullieHalliday,Fri Apr 22 22:55:26 +0000 2022,-4.200441,57.739454,"Just been outside for the dug to have a pre, we are at Glenorchy, a perfectly clear sky no moon and a million stars"
1517638257017868288,susanp_80,Fri Apr 22 22:55:31 +0000 2022,-2.098667,53.707913500000004,@DoomPossum Yeh really gets on my nerves hate his food too
1517638269923643396,zdtharrogate,Fri Apr 22 22:55:34 +0000 2022,-1.541876,53.991231,Congratulations to ZDT Harrogate’s favourite football team @htafc Play offs !!!! #utt
1517638288173060096,Lyndacakebaker,Fri Apr 22 22:55:38 +0000 2022,-4.200441,57.739454,@BrucieandK Just need your big coat! And good to go!! 🌠 https://t.co/mSdap2j6h7
1517638289167208450,martinrogers92,Fri Apr 22 22:55:39 +0000 2022,-2.7751315,54.068005,@Josh__B_xx I’m doing the same. It’s really good so far.
1517638312797872130,Kellowe,Fri Apr 22 22:55:44 +0000 2022,-1.74558766,52.34893925,Maya has had lots of fuss and playtime with our 'Feline Fine' cat sitting and home watching service while her famil… https://t.co/lPEqSTxGLj
1517638349791580161,Angied0198,Fri Apr 22 22:55:53 +0000 2022,-2.6234565,53.7336895,@WeNurses Fantastic @SimonLittlefie1 such a powerful reflection Glad you have had a great day 👏
